,DATA,TIPO,AREA,EMPRESA,LINHA,"PASSAGEIROS PAGANTES EM DINHEIRO

(A)","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM

(B)","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM MENSAL

(C)","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE

(D) ","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE MENSAL

(E) ","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE

(F)","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE MENSAL

(G)","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM

(H)","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM MENSAL

(I)","PASSAGEIROS PAGANTES

(J) = (A+B+C+D+E+F+G+H+I)","PASSAGEIROS INTEGRAÇÕES ÔNIBUS -> ÔNIBUS

(K)","PASSAGEIROS COM GRATUIDADE

(L)","TOTAL PASSAGEIROS TRANSPORTADOS

(M) = (J + K + L)"
312,2014-12-31,CONCESSAO,AREA 4,NOVO HORIZONTE,407R10 - TERM VILA CARRAO/METRO BELEM,200,394,17,35,1,282,0,124,0,1053,751,302,2106
313,2014-12-31,CONCESSAO,AREA 4,NOVO HORIZONTE,407W10 - JD. IV CENTERNARIO/METR CARRAO,168,323,14,29,1,228,1,44,0,808,311,331,1450
314,2014-12-31,CONCESSAO,AREA 4,NOVO HORIZONTE,407Y10 - PQ SAVOY CITY/METRO V PRUDENTE,0,0,0,0,0,0,0,1,0,1,0,0,1
315,2014-12-31,CONCESSAO,AREA 4,NOVO HORIZONTE,507T10 - TERM SAPOPEMBA/METRO CARRAO,775,1226,46,109,3,838,4,458,0,3459,1469,1152,6080
316,2014-12-31,CONCESSAO,AREA 5,VIA SUL,TSATER - TERM SACOMAN TERREO,4,6,0,0,0,4,0,0,0,14,11,0,25
317,2014-12-31,CONCESSAO,AREA 5,VIA SUL,302110 - PQ BANCARIO/TERM VILA PRUDENTE,65,107,3,13,0,95,0,96,0,379,111,90,580
318,2014-12-31,CONCESSAO,AREA 5,VIA SUL,302410 - VLA INDUSTRIAL/TER VL PRUDENTE,146,205,9,16,0,176,0,120,3,675,222,149,1046
319,2014-12-31,CONCESSAO,AREA 5,VIA SUL,311C10 - PQUE S LUCAS/BOM RETIRO,588,634,20,32,1,316,0,29,0,1620,525,329,2474
320,2014-12-31,CONCESSAO,AREA 5,VIA SUL,314J10 - STA MADALENA/METRO LIBERDADE,536,651,22,50,2,590,0,69,3,1923,791,581,3295
321,2014-12-31,CONCESSAO,AREA 5,VIA SUL,314V10 - VILA EMA/METRO LIBERDADE,164,302,14,19,0,228,0,67,0,794,314,265,1373
322,2014-12-31,CONCESSAO,AREA 5,VIA SUL,314110 - TERM SAO MATEUS/TERM P D PEDRO,1083,1223,41,69,0,695,2,28,2,3144,1432,741,5317
323,2014-12-31,CONCESSAO,AREA 5,VIA SUL,339010 - TERM S MATEUS/TERM P D PEDRO,657,994,27,38,2,761,2,48,0,2530,1385,535,4450
324,2014-12-31,CONCESSAO,AREA 5,VIA SUL,373M10 - JD GUAIRACA/SHOP METR TATUAPE,118,159,8,15,0,128,0,40,0,468,247,162,877
325,2014-12-31,CONCESSAO,AREA 5,VIA SUL,374610 - JD IMPERADOR/METRO BELEM,342,550,22,36,0,386,1,114,0,1451,526,390,2367
326,2014-12-31,CONCESSAO,AREA 5,VIA SUL,375V10 - CENT PLZ SHOP/MET ST CRUZ CIRC,26,59,2,2,0,94,0,19,0,202,78,31,311
327,2014-12-31,CONCESSAO,AREA 5,VIA SUL,407M10 - VILA MONUMENTO/VILA MADALENA,0,1,0,0,0,1,0,1,0,3,1,0,4
328,2014-12-31,CONCESSAO,AREA 5,VIA SUL,411110 - VILA MONUMENTO/PÇA REPUBLICA,168,169,4,18,1,156,0,37,0,553,191,130,874
329,2014-12-31,CONCESSAO,AREA 5,VIA SUL,411410 - VILA GUMERCINDO/TER PQ D PEDRO,35,107,3,7,0,48,1,25,0,226,141,89,456
330,2014-12-31,CONCESSAO,AREA 5,VIA SUL,411510 - SHOP PLAZA SUL/PÇ REPUBLICA,226,360,11,28,1,286,1,71,0,984,357,171,1512
331,2014-12-31,CONCESSAO,AREA 5,VIA SUL,422110 - JD PLANALTO/TERM P D PEDRO,306,394,7,31,0,328,0,16,1,1083,522,330,1935
332,2014-12-31,CONCESSAO,AREA 5,VIA SUL,422210 - PQ STA MADALENA/PÇA J MENDES,148,157,2,13,1,150,0,9,0,480,269,186,935
333,2014-12-31,CONCESSAO,AREA 5,VIA SUL,422251 - PQ S MADALENA/PÇA JOAO MENDES ,2,3,0,0,0,0,0,0,0,5,3,0,8
334,2014-12-31,CONCESSAO,AREA 5,VIA SUL,425E10 - JD. ESTER/TERM. SAPOPEMBA,70,106,2,14,0,87,1,1,0,281,237,99,617
335,2014-12-31,CONCESSAO,AREA 5,VIA SUL,428410 - V CALIFORNIA/T PQ D PEDRO II,117,129,5,8,0,113,0,4,0,376,158,129,663
336,2014-12-31,CONCESSAO,AREA 5,VIA SUL,428610 - VILA INDUSTRIAL/PÇA DO CORREIO,0,1,0,0,0,0,0,0,0,1,5,0,6
337,2014-12-31,CONCESSAO,AREA 5,VIA SUL,428810 - VILA INDUSTRIAL/T P D PEDRO II,403,456,10,31,0,302,0,18,0,1221,533,369,2123
338,2014-12-31,CONCESSAO,AREA 5,VIA SUL,449110 - ZOOLOGICO/TERM P D PEDRO,514,715,42,37,2,731,6,113,0,2160,1140,432,3732
339,2014-12-31,CONCESSAO,AREA 5,VIA SUL,470610 - J MARIA ESTELA II/MT V MARIANA,183,377,7,31,0,383,0,95,1,1077,332,206,1615
340,2014-12-31,CONCESSAO,AREA 5,VIA SUL,470810 - JD CLIMAX/METRO VILA MARIANA,157,394,13,36,0,352,4,132,1,1089,463,177,1729
341,2014-12-31,CONCESSAO,AREA 5,VIA SUL,470910 - PQ BRISTOL/METRO V MARIANA,484,824,26,78,3,678,0,92,2,2187,708,498,3393
342,2014-12-31,CONCESSAO,AREA 5,VIA SUL,471710 - JD MARIA ESTELA/METRO STA CRUZ,74,141,4,8,0,111,0,7,0,345,101,110,556
343,2014-12-31,CONCESSAO,AREA 5,VIA SUL,471810 - JD CELESTE/METRO STA CRUZ,115,203,11,23,0,178,1,14,1,546,188,146,880
344,2014-12-31,CONCESSAO,AREA 5,VIA SUL,472110 - SHOP PLAZA SUL/METRO JABAQUARA,110,220,7,11,0,180,0,30,0,558,439,107,1104
345,2014-12-31,CONCESSAO,AREA 5,VIA SUL,472510 - VILA BRASILINA/SH C IBIRAPUERA,127,281,15,16,0,274,1,46,1,761,298,186,1245
346,2014-12-31,CONCESSAO,AREA 5,VIA SUL,472710 - JD CLIMAX/METRO PÇ ARVORE,239,304,15,40,0,264,1,80,0,943,425,189,1557
347,2014-12-31,CONCESSAO,AREA 5,VIA SUL,473210 - VILA LIVIERO/METRO SAUDE,497,587,22,68,1,552,3,296,8,2034,928,416,3378
348,2014-12-31,CONCESSAO,AREA 5,VIA SUL,473231 - VILA LIVIERO/METRO SAUDE,673,953,23,85,0,813,1,335,5,2888,1066,513,4467
349,2014-12-31,CONCESSAO,AREA 5,VIA SUL,474210 - JD CLIMAX/METRO SAO JUDAS,343,471,13,43,2,448,0,190,0,1510,505,169,2184
350,2014-12-31,CONCESSAO,AREA 5,VIA SUL,475M10 - JD DA SAUDE/T AMARAL GURGEL,75,161,5,15,0,131,0,54,0,442,185,159,786
351,2014-12-31,CONCESSAO,AREA 5,VIA SUL,475R10 - JD SAO SAVERIO/TERM P D PEDRO,598,1105,25,79,4,968,3,286,0,3068,1214,457,4739
352,2014-12-31,CONCESSAO,AREA 5,VIA SUL,476A10 - IPIRANGA/TERM STO AMARO,285,599,15,27,1,499,3,68,0,1497,904,284,2685
353,2014-12-31,CONCESSAO,AREA 5,VIA SUL,477A10 - SACOMA/CEASA,613,1027,50,59,1,889,1,275,3,2918,1332,461,4711
354,2014-12-31,CONCESSAO,AREA 5,VIA SUL,477P10 - IPIRANGA/RIO PEQUENO,489,810,30,50,0,822,2,166,1,2370,1126,349,3845
355,2014-12-31,CONCESSAO,AREA 5,VIA SUL,478P10 - SACOMA/POMPEIA,252,453,17,36,1,364,0,141,0,1264,478,240,1982
356,2014-12-31,CONCESSAO,AREA 5,VIA SUL,502110 - AGUA FUNDA/TERM SACOMA,160,229,10,19,2,198,0,70,0,688,426,148,1262
357,2014-12-31,CONCESSAO,AREA 5,VIA SUL,502610 - CJ.TEOT.VILELA/JD.SAO ROBERTO,87,236,12,18,0,239,0,0,0,592,302,201,1095
358,2014-12-31,CONCESSAO,AREA 5,VIA SUL,502810 - CJ HAB HELIOP/MUSEU IPIRANGA,57,95,0,7,0,100,0,18,0,277,72,82,431
359,2014-12-31,CONCESSAO,AREA 5,VIA SUL,502910 - JD PATENTE/TERM SACOMA,276,685,16,66,3,497,0,169,2,1714,526,308,2548
360,2014-12-31,CONCESSAO,AREA 5,VIA SUL,503010 - JD MARIA ESTELA/TERM SACOMA,144,265,4,29,0,185,1,90,2,720,353,154,1227
361,2014-12-31,CONCESSAO,AREA 5,VIA SUL,503310 - VILA BRASILINA/TERM SACOMA,135,211,7,15,0,158,1,94,0,621,314,100,1035
362,2014-12-31,CONCESSAO,AREA 5,VIA SUL,503410 - VILA LIVIERO/TERM SACOMA,314,642,21,53,0,461,0,153,3,1647,591,209,2447
363,2014-12-31,CONCESSAO,AREA 5,VIA SUL,503431 - TERM SACOMA/VILA LIVIERO,222,492,9,52,0,368,2,153,3,1301,544,173,2018
364,2014-12-31,CONCESSAO,AREA 5,VIA SUL,503610 - JD CELESTE/TERM SACOMA,217,404,16,43,2,298,2,79,1,1062,513,191,1766
365,2014-12-31,CONCESSAO,AREA 5,VIA SUL,503810 - PQ. BRISTOL/TERM SACOMA,698,1011,28,80,2,764,0,208,0,2791,1105,368,4264
366,2014-12-31,CONCESSAO,AREA 5,VIA SUL,510110 - TERM SACOMA/ TERM PQ D PEDRO,7,13,0,1,1,13,0,0,0,35,28,4,67
367,2014-12-31,CONCESSAO,AREA 5,VIA SUL,510210 - TERM SACOMA / TERM AMARAL GURG,10,10,0,0,0,15,0,0,0,35,10,1,46
368,2014-12-31,CONCESSAO,AREA 5,VIA SUL,510310 - TERM. SACOMA/MOEMA,220,718,29,41,0,564,2,105,0,1679,1634,422,3735
369,2014-12-31,CONCESSAO,AREA 5,VIA SUL,510410 - TERM SACOMA/PCA DA REPUBLICA,132,239,4,19,0,181,1,37,0,613,345,149,1107
370,2014-12-31,CONCESSAO,AREA 5,VIA SUL,510510 - TERM. SACOMA/TERM.MERCADO,266,819,27,39,0,350,4,134,3,1642,3218,429,5289
371,2014-12-31,CONCESSAO,AREA 5,VIA SUL,510511 - EXP TIRADENTES - RUA DO GRITO,85,534,3,22,1,324,1,3,0,973,190,91,1254
372,2014-12-31,CONCESSAO,AREA 5,VIA SUL,510512 - EXP TIRADENTES - C A YPIRANGA,86,529,5,14,0,272,5,4,2,917,142,82,1141
373,2014-12-31,CONCESSAO,AREA 5,VIA SUL,510513 - EXP TIRADENTES - ANA NERI,44,714,11,28,1,390,0,3,0,1191,159,90,1440
374,2014-12-31,CONCESSAO,AREA 5,VIA SUL,510514 - EXP TIRADENTES -METRO PEDRO II,177,336,21,50,3,144,0,1636,1,2369,1367,351,4087
375,2014-12-31,CONCESSAO,AREA 5,VIA SUL,510515 - EXP TIRADENTES - MERCADO,304,1034,44,44,1,564,2,133,1,2128,2849,392,5369
376,2014-12-31,CONCESSAO,AREA 5,VIA SUL,510516 - EXP TIRADENTES - GENERAL LECOR,19,233,3,10,0,157,0,4,0,426,47,58,531
377,2014-12-31,CONCESSAO,AREA 5,VIA SUL,510517 - EXP TIRADENTES - ALBERTO LION,21,300,1,10,0,386,0,0,0,718,103,43,864
378,2014-12-31,CONCESSAO,AREA 5,VIA SUL,510518 - EXP TIRADENTES/T VILA PRUDENTE,27,58,6,0,0,29,1,1,1,123,420,58,601
379,2014-12-31,CONCESSAO,AREA 5,VIA SUL,510710 - TERM SACOMA/TERM CORREIO,398,648,24,42,2,653,0,48,0,1816,1075,516,3407
380,2014-12-31,CONCESSAO,AREA 5,VIA SUL,510810 - JD CELESTE/TERM PQ D PEDRO II,1477,1729,49,87,0,1433,3,133,2,4913,2237,852,8002
381,2014-12-31,CONCESSAO,AREA 5,VIA SUL,511010 - TERM SAO MATEUS/TERM MERCADO,1267,2236,75,153,4,1852,3,789,5,6384,2978,764,10126
382,2014-12-31,CONCESSAO,AREA 5,VIA SUL,513L10 - TERM SACOMA/PENHA,204,385,15,21,1,277,1,24,1,929,437,286,1652
383,2014-12-31,CONCESSAO,AREA 5,VIA SUL,514110 - TERM. SAPOPEMBA/PCA DO CORREIO,399,585,13,50,0,398,3,13,1,1462,673,450,2585
384,2014-12-31,CONCESSAO,AREA 5,VIA SUL,514210 - TERM.SAPOPEMBA/T.PQ.D.PEDRO II,821,1257,46,86,0,1234,1,214,3,3663,1608,800,6071
385,2014-12-31,CONCESSAO,AREA 5,VIA SUL,514310 - TERM.SAPOPEMBA/T.D.PEDRO II,2,1,0,1,0,0,0,4,0,8,7,1,16
386,2014-12-31,CONCESSAO,AREA 5,VIA SUL,514410 - TERM.SAPOPEMBA/T.PRINC.ISABEL,525,590,24,46,0,321,4,12,0,1522,682,407,2611
387,2014-12-31,CONCESSAO,AREA 5,VIA SUL,514510 - TERM.SAPOPEMBA/PCA.ALMEIDA JR.,299,524,20,36,0,382,1,54,0,1316,596,386,2298
388,2014-12-31,CONCESSAO,AREA 5,VIA SUL,519M10 - SAO MATEUS/MUSEU DO IPIRANGA,4,2,0,0,0,0,0,0,0,6,5,0,11
389,2014-12-31,CONCESSAO,AREA 5,VIA SUL,570510 - TERM SACOMA/METRO VERGUEIRO,77,193,15,9,0,173,0,84,1,552,284,92,928
390,2014-12-31,CONCESSAO,AREA 5,VIA SUL,574J10 - METRO CONCEICAO/T VILA CARRAO,944,1674,57,132,2,1163,5,143,1,4121,2449,1104,7674
391,2014-12-31,CONCESSAO,AREA 5,VIA SUL,575C10 - VILA MATIAS/METRO CONCEICAO,33,98,5,9,0,83,2,17,0,247,88,95,430
392,2014-12-31,CONCESSAO,AREA 5,VIA SUL,874T10 - IPIRANGA/LAPA,246,423,18,44,0,360,2,145,0,1238,751,244,2233
393,2014-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,PMETRO - PAESE METRO,40,43,0,0,0,29,0,9,0,121,83,23,227
394,2014-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,531710 - CENTRO SESC-LGO.SAO FRANCISCO,5,9,0,0,0,13,1,2,0,30,6,3,39
395,2014-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,536210 - Pq Res Cocaia - Pça da Sé,868,2013,53,107,1,1705,6,93,1,4847,2530,718,8095
396,2014-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,537010 - TERM VARGINHA/LGO S FRANCISCO,534,1769,70,91,5,1611,12,82,3,4177,4433,898,9508
397,2014-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,563010 - Jd Eliana - Brás,1082,2255,110,130,1,1756,8,309,1,5652,5597,973,12222
398,2014-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,563210 - Vila São José - L S Francisco,3,4,1,0,0,3,0,0,0,11,9,2,22
399,2014-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,563222 - VILA SAO JOSE/TERM SANTO AMARO,164,434,10,19,2,331,1,3,1,965,466,319,1750
400,2014-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,600310 - TERM GRAJAU/TERM VARGINHA,447,1222,74,79,1,774,6,1072,5,3680,4708,733,9121
401,2014-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,602610 - Jd Icaraí - Term Santo Amaro,177,429,16,30,1,339,1,17,0,1010,540,348,1898
402,2014-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,607M10 - TERM GRAJAU/SHOP MORUMBI,1,11,0,0,0,21,0,0,0,33,39,3,75
403,2014-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,609110 - VARGEM GRANDE/TERM STO AMARO,997,2206,56,163,3,1763,2,51,2,5243,3052,805,9100
404,2014-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,637G10 - Grajaú - Butantã,17,44,1,2,0,47,0,5,1,117,95,15,227
405,2014-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,675G10 - Pq Res Cocaia - M Jabaquara,886,1259,41,87,0,880,4,183,1,3341,1719,535,5595
406,2014-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,675X10 - Grajaú - M Vl Mariana,658,2129,98,125,1,2127,7,279,2,5426,5679,1133,12238
407,2014-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,691310 - TERM BANDEIRA/TERM VARGINHA,824,2652,83,145,3,2391,8,351,5,6462,6237,1229,13928
408,2014-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,695X10 - TERM VARGINHA/METRO JABAQUARA,1601,3050,116,206,7,2133,9,501,0,7623,7875,1544,17042
409,2014-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,695Y10 - TERM PARELHEIROS/METRO PC ARVO,861,2273,77,165,5,1769,3,160,6,5320,3548,839,9707
410,2014-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,696010 - TERM VARGINHA/TERM STO AMARO,607,2052,106,100,4,1310,5,119,3,4306,6965,1036,12307
411,2014-12-31,CONCESSAO,AREA 6,CIDADE DUTRA,697010 - TERM GRAJAU/TERM STO AMARO,489,1328,74,64,2,942,6,162,1,3069,5154,684,8907
412,2014-12-31,CONCESSAO,AREA 6,MOBIBRASIL,502J10 - VILA PEDREIRA/PQ.DO IBIRAPUERA,525,754,20,54,5,632,0,245,2,2237,741,460,3438
413,2014-12-31,CONCESSAO,AREA 6,MOBIBRASIL,509J10 - J SELMA VIA JOANIZA/T P ISABEL,382,670,18,44,2,804,1,0,0,1921,928,335,3184
414,2014-12-31,CONCESSAO,AREA 6,MOBIBRASIL,509J21 - VILA MISSIONARIA/MOEMA,59,123,2,8,0,122,0,0,0,314,171,38,523
415,2014-12-31,CONCESSAO,AREA 6,MOBIBRASIL,509M10 - JD. MIRIAM/TERM. PRINC. ISABEL,359,691,16,49,1,686,3,13,0,1818,937,255,3010
416,2014-12-31,CONCESSAO,AREA 6,MOBIBRASIL,510610 - LGO.SAO FRANCISCO/JD. SELMA,322,679,22,49,3,502,2,196,0,1775,737,269,2781
417,2014-12-31,CONCESSAO,AREA 6,MOBIBRASIL,510621 - SHOPPING IBIRAPUERA/JD SELMA,501,741,36,58,1,676,2,290,2,2307,881,356,3544
418,2014-12-31,CONCESSAO,AREA 6,MOBIBRASIL,510631 - METRO ANA ROSA/JD SELMA,401,703,24,45,0,668,2,279,2,2125,842,335,3302
419,2014-12-31,CONCESSAO,AREA 6,MOBIBRASIL,512910 - JD. MIRIAM/CHAC. STA. MARIA,595,1191,52,85,2,938,2,46,0,2911,1996,516,5423
420,2014-12-31,CONCESSAO,AREA 6,MOBIBRASIL,512941 - JD MIRIAM/SANTO AMARO,497,1031,24,46,1,821,3,47,0,2470,1370,516,4356
421,2014-12-31,CONCESSAO,AREA 6,MOBIBRASIL,513110 - CIDADE ADEMAR/PCA. DA SE,2,2,1,0,0,3,0,1,0,9,5,0,14
422,2014-12-31,CONCESSAO,AREA 6,MOBIBRASIL,516N10 - JD MIRIAM/ITAIM BIBI,557,1096,35,62,2,1231,5,4,1,2993,1596,414,5003
423,2014-12-31,CONCESSAO,AREA 6,MOBIBRASIL,516410 - V.STA.CATARINA/LGO.S.FRANCISCO,213,368,22,48,0,359,1,75,1,1087,691,315,2093
424,2014-12-31,CONCESSAO,AREA 6,MOBIBRASIL,516421 - CIDADE LEONOR/HOSP SAO PAULO,101,175,12,24,0,190,0,27,0,529,353,194,1076
425,2014-12-31,CONCESSAO,AREA 6,MOBIBRASIL,516441 - VILA GUARANI - CIRCULAR,77,155,3,22,0,148,0,23,2,430,114,211,755
426,2014-12-31,CONCESSAO,AREA 6,MOBIBRASIL,546L10 - JD. LUSO/TERMINAL STO AMARO,457,726,23,45,0,593,5,66,0,1915,1298,397,3610
427,2014-12-31,CONCESSAO,AREA 6,MOBIBRASIL,565210 - JD IV CENTENARIO/LGO S FRANCIS,355,676,26,63,0,751,2,78,0,1951,1053,516,3520
428,2014-12-31,CONCESSAO,AREA 6,MOBIBRASIL,576C10 - METRO JABAQUARA/TERM.STO AMARO,660,869,41,80,1,664,1,147,3,2466,1513,622,4601
429,2014-12-31,CONCESSAO,AREA 6,MOBIBRASIL,577T10 - JD. MIRIAM/VL. GOMES,650,956,47,56,2,842,2,159,2,2716,1349,826,4891
430,2014-12-31,CONCESSAO,AREA 6,MOBIBRASIL,600010 - TERM PARELHEIROS/TERM SANTO AM,1017,2758,80,158,3,1858,8,119,1,6002,5745,1163,12910
431,2014-12-31,CONCESSAO,AREA 6,MOBIBRASIL,607C10 - JD MIRIAM/SHOPP MORUMBI,569,1060,35,68,3,1220,4,224,4,3187,2733,379,6299
432,2014-12-31,CONCESSAO,AREA 6,MOBIBRASIL,607G10 - VILA GUARANI/SHOPPING MORUMBI,116,249,3,24,0,299,0,40,0,731,288,97,1116
433,2014-12-31,CONCESSAO,AREA 6,MOBIBRASIL,631210 - JD. LUSO/PCA. DA REPUBLICA,28,56,1,3,0,72,0,1,1,162,33,6,201
434,2014-12-31,CONCESSAO,AREA 6,MOBIBRASIL,633810 - JD. MIRIAM/TERM. PRINC. ISABEL,268,477,22,42,1,421,1,66,1,1299,791,333,2423
435,2014-12-31,CONCESSAO,AREA 6,MOBIBRASIL,635810 - JD. LUSO/TERM. BANDEIRA,501,883,25,73,2,938,0,53,0,2475,996,313,3784
436,2014-12-31,CONCESSAO,AREA 6,MOBIBRASIL,636610 - JD. MIRIAM/TERM. BANDEIRA,490,692,14,43,0,803,1,49,1,2093,845,248,3186
437,2014-12-31,CONCESSAO,AREA 6,MOBIBRASIL,675M10 - Centro Sesc - M Jabaquara,560,855,32,79,2,718,0,245,2,2493,960,523,3976
438,2014-12-31,CONCESSAO,AREA 6,MOBIBRASIL,675P10 - SHOP SP MARKET/METRO CONCEIÇAO,284,506,27,43,1,396,1,178,0,1438,669,350,2457
439,2014-12-31,CONCESSAO,AREA 6,MOBIBRASIL,675R10 - Grajaú - M Jabaquara,446,593,16,55,0,406,0,121,1,1638,863,418,2919
440,2014-12-31,CONCESSAO,AREA 6,MOBIBRASIL,677V10 - Jd Nv Horizonte - M Jabaquara,74,275,6,19,1,259,0,71,0,705,280,201,1186
441,2014-12-31,CONCESSAO,AREA 6,TUPI,509110 - JD UBIRAJARA/MOEMA CIRCULAR,327,497,12,50,0,516,0,174,1,1577,564,275,2416
442,2014-12-31,CONCESSAO,AREA 6,TUPI,517521 - VILA JOANIZA/PCA DA SE,338,662,27,45,2,721,1,2,0,1798,886,289,2973
443,2014-12-31,CONCESSAO,AREA 6,TUPI,517810 - JD MIRIAM/LGO S FRANCISCO,458,708,21,44,2,724,0,18,0,1975,832,339,3146
444,2014-12-31,CONCESSAO,AREA 6,TUPI,519421 - JD S JORGE ATÉ APURA/AEROPORTO,219,412,11,34,3,350,1,1,0,1031,571,225,1827
445,2014-12-31,CONCESSAO,AREA 6,TUPI,529010 - DIV DIADEMA/PCA JOAO MENDES,422,814,32,62,1,637,1,240,1,2210,1190,386,3786
446,2014-12-31,CONCESSAO,AREA 6,TUPI,529051 - DIV DE DIADEMA/T AMARAL GURGEL,17,27,1,1,0,21,0,2,0,69,27,11,107
447,2014-12-31,CONCESSAO,AREA 6,TUPI,561110 - ELDORADO/PCA JOAO MENDES,484,770,31,66,1,752,2,71,0,2177,1249,389,3815
448,2014-12-31,CONCESSAO,AREA 6,TUPI,561410 - ELDORADO/PCA JOAO MENDES,642,897,32,72,3,851,2,56,0,2555,1082,400,4037
449,2014-12-31,CONCESSAO,AREA 6,TUPI,574A10 - AMERICANOPOLIS/LGO CAMBUCI,381,862,30,72,2,696,1,262,1,2307,1165,439,3911
450,2014-12-31,CONCESSAO,AREA 6,TUPI,576J10 - METRO JABAQUARA/STO AMARO,447,661,27,47,1,483,3,127,1,1797,821,357,2975
451,2014-12-31,CONCESSAO,AREA 6,TUPI,576M10 - V CLARA/PINHEIROS,571,787,12,55,3,699,4,257,0,2388,974,287,3649
452,2014-12-31,CONCESSAO,AREA 6,TUPI,579110 - ELDORADO/METRO PARAISO,601,1027,32,74,1,916,1,314,2,2969,1402,458,4829
453,2014-12-31,CONCESSAO,AREA 6,TUPI,609J10 - AEROPORTO/METRO SÃO JUDAS,310,146,1,21,0,157,0,72,0,707,234,52,993
454,2014-12-31,CONCESSAO,AREA 6,TUPI,637V10 - Pq América - Pinheiros,138,379,14,19,0,322,1,23,1,897,525,334,1756
455,2014-12-31,CONCESSAO,AREA 6,TUPI,695D10 - Jd Sta Bárbara - M Jabaquara,325,471,23,34,2,394,2,85,1,1337,699,314,2350
456,2014-12-31,CONCESSAO,AREA 6,TUPI,695H10 - JD HERPLIN/METRO PC DA ARVORE,302,1087,52,82,3,788,3,36,3,2356,1242,476,4074
457,2014-12-31,CONCESSAO,AREA 6,TUPI,875A10 - AEROPORTO/PERDIZES,217,367,15,23,0,259,0,82,0,963,588,231,1782
458,2014-12-31,CONCESSAO,AREA 6,TUPI,875M10 - AEROPORTO/PERDIZES,232,318,20,22,0,297,0,66,0,955,616,174,1745
459,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,511110 - TERM.STO.AMARO-TERM.D.PEDRO II,662,1902,99,81,4,1922,8,224,1,4903,4295,788,9986
460,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,511910 - TERM CAPELINHA-LG.S.FRANCISCO,706,1610,36,67,3,1746,4,208,1,4381,3052,405,7838
461,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,531810 - Chac.Santna-Pca.Se,804,1874,79,142,3,2239,4,249,3,5398,2197,652,8247
462,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,600110 - TERM.CAPELINHA-TERM.JOAO DIAS,118,440,16,33,3,425,5,46,0,1086,1468,229,2783
463,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,604810 - JD.ANGELA-STO.AMARO,183,458,18,40,1,438,2,101,2,1243,1047,318,2608
464,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,609F10 - Chac.Santana -Pca Princ.Isabel,598,1488,43,78,3,1799,4,187,1,4201,2044,478,6723
465,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,640310 - TERM.JOAO DIAS-BANDEIRA,2,0,0,0,0,0,0,0,0,2,0,0,2
466,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,645010 - TERM.CAPELINHA-TERM.BANDEIRA,835,2259,87,132,8,2445,23,425,2,6217,4933,730,11880
467,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,645110 - TERM CAPELINHA - TERM BANDEIRA,706,2286,89,139,5,2894,5,550,0,6676,6100,735,13511
468,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,645510 - TERM CAPELINHA - L S FRANCISCO,554,1862,86,103,6,2179,9,135,1,4935,4672,614,10221
469,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,647C10 - TERM JOÃO DIAS - HOSP CLINICAS,3,10,0,0,0,4,0,0,0,17,4,1,22
470,2014-12-31,CONCESSAO,AREA 7,CAMPO BELO,648P10 - TERM CAPELINHA - PINHEIROS,164,509,16,38,3,726,1,46,0,1503,1144,134,2781
